id,name,lead_type,latitude,longitude,phone,website,address
1163493396,СОЛТҮСТІК ЖОЛДЫБАЙ КЕН ОРНЫ,industrial,47.8400522,53.4771287,,N/A,
655992742,СОЛТҮСТІК ӨНЕРКӘСІПТІК АУДАН,industrial,47.1527028,51.8575591,,N/A,
1525330132,СПЕЦИАЛЬНАЯ ЭКОНОМИЧЕСКАЯ ЗОНА НАЦИОНАЛЬНЫЙ ИНДУСТРИАЛЬНЫЙ НЕФТЕХИМИЧЕСКИЙ ТЕХНОПАРК,industrial,47.3452273,52.2729183,,https://nipt.kz,
770078402,СТАНЦИЯ КОСМИЧЕСКОЙ СВЯЗИ ОРБИТА,industrial,47.1708768,51.98505,,N/A,
437367178,СУ ҚАБЫЛДАУ,industrial,46.6594752,48.5003081,,N/A,
8672715972,Т-10,petroleum_well,46.1552464,53.4886686,,N/A,
936934845,Т-41,industrial,46.1387555,53.4408023,,N/A,
933918198,ТR-3,industrial,47.2201628,52.5061672,,N/A,
775573342,ТАРАС ҚАСЫМОВ АТЫНДАҒЫ ПС,industrial,47.1780831,51.8656479,,N/A,
10223714657,ТАСКРЕДИТ,company,47.1097755,51.903035,7788,https://tascredit.kz/ru/,
1163493371,ТАҢАТАР КЕН ОРНЫ,industrial,47.5719358,52.6912623,,N/A,
39249044,ТЕРЕҢ-ӨЗЕК КЕН ОРНЫ,industrial,46.5476483,53.2436082,,N/A,
168261918,ТЕРРИТОРИЯ АИС УМИТ,industrial,47.1072574,51.9606067,,N/A,
280175798,ТЕҢІЗ МҰНАЙ АЙДАУ СТАНЦИЯСЫ,industrial,46.1765179,53.420371,,N/A,
1049261337,ТЕҢІЗ ӨРІСІ,industrial,45.9864733,53.1744711,,N/A,
227670100,ТЕҢІЗШЕВРОЙЛ,industrial,46.1610933,53.4055044,,N/A,
4275296791,"ТОО ""БОЛАТ-ЖОЛ""",government,47.0961299,51.9202609,,N/A,
982100524,"ТОО ""НИЕТ ЛТД""",industrial,46.9378734,53.9671572,,N/A,
5917964497,ТОО «МАГИСТРАЛЬНЫЙ ВОДОВОД»,water_utility,46.9272644,53.9956759,,https://www.mwl.kz/,
480835751,ТОО УМИРЗАК,industrial,46.3872363,53.4789831,,N/A,
480838368,ТОО УМИРЗАК БАЗА №4,industrial,46.3858989,53.4800195,,N/A,
480838369,ТОО УМИРЗАК БАЗА №5,industrial,46.3852189,53.4797225,,N/A,
480838367,ТОО УМИРЗАК БАЗА №6,industrial,46.383949,53.4822615,,N/A,
480835428,ТОО УМИРЗАК. БАЗА №3,industrial,46.3874094,53.4807048,,N/A,
304261407,ТШО ТЕҢІЗ ҚАШАҒАН ГАЗ ТУРБИНАЛЫҚ ЭЛЕКТР СТАНЦИЯСЫ,industrial,46.1786141,53.4108316,,N/A,
280175827,ТШО ӨНЕРКӘСІПТІК БАЗАСЫ,industrial,46.199408,53.3853536,,N/A,
1163493370,ТӘЖІҒАЛИ КЕН ОРНЫ,industrial,46.4121655,53.3212986,,N/A,
1163493400,УАЗ КЕН ОРНЫ,industrial,47.915003,53.7701873,,N/A,
628856949,УПРАВЛЕНИЕ СТАТИСТИКИ,government,46.9608471,54.009815,,N/A,Абдрахманова
4544429290,УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА 99,government,47.1103195,51.9554861,,N/A,
170065958,УПТК,industrial,47.1072994,51.9584017,,N/A,
170066025,УС-99,industrial,47.1054062,51.9570413,,N/A,
387481216,УСТАНОВКА 13Я «ЯВА»,industrial,47.8805627,47.8812674,,N/A,
129661805,УЧЕБНЫЙ ЦЕНТР NSS,company,47.1236381,51.8355897,,N/A,проспект Абулхаир Хана
6165134085,ФИЛИАЛ АТЫРАУИНЖСТРОЙ-АИС УМИТ,company,47.1069225,51.9607581,,N/A,улица Куттыгай батыра
336061989,ФИЛЬТРОВАЛЬНАЯ СТАНЦИЯ № 5,industrial,47.1531112,51.9224147,,N/A,
727113283,ЦЕНТР МИГРАФИОННЫХ УСЛУГ,government,47.0798269,51.8742694,,N/A,Айнаш Байжігітова көшесі
902368020,ЦОН,government,46.9532337,53.9891788,,N/A,Махамбета Утемисова проспект
902368019,ЦОН,government,46.9533258,53.9889053,,N/A,
1001921179,ШОРТАНБАЙСКИЙ РЫБНЫЙ ЗАВОД,industrial,46.6120671,48.6491313,,N/A,
1163493411,ШЫҒЫС УАЗ КЕН ОРНЫ,industrial,47.9328875,53.821849,,N/A,
4563413198,ЭКСПЕРТКОНСАЛТИНГЦЕНТР,government,47.1419671,51.963781,+77084208069,http://www.expertcc.kz,
1105374680,ҚАРА ӨЗЕН ӨНЕРКӘСІП АЙМАҒЫ,industrial,47.1450631,51.8359749,,N/A,
937327457,ҚАРААРНА МҰНАЙ КЕН ОРНЫ,industrial,46.2260182,53.2858835,,N/A,
627566622,ҚАРСАҚ КЕН ОРНЫ,industrial,46.9872166,53.2378798,,N/A,
1163493401,ҚОНДЫБАЙ КЕН ОРНЫ,industrial,47.999871,53.5815796,,N/A,
1163493357,ҚОШҚАР КЕН ОРНЫ,industrial,47.445071,53.4544732,,N/A,
294894287,ҚҰЛСАРЫ КОМПРЕССОРЛЫҚ СТАНЦИЯСЫ,industrial,46.9907511,54.0228417,,N/A,
